HomeTeam,AwayTeam,FTHG,FTAG
Uzbekistan,Uruguay,1,2
South Sudan,Togo,0,0
Lesotho,Zimbabwe,1,0
Cape Verde,Eswatini,3,0
Cameroon,Angola,0,0
Mauritius,Libya,0,0
Equatorial Guinea,Liberia,1,1
São Tomé and Príncipe,Malawi,1,0
Tunisia,Namibia,3,0
Northern Ireland,Germany,0,1
Slovakia,Luxembourg,2,0
Slovenia,Switzerland,0,0
Sweden,Kosovo,0,1
Iceland,France,2,2
Ukraine,Azerbaijan,2,1
Wales,Belgium,2,4
North Macedonia,Kazakhstan,1,1
Honduras,Haiti,3,0
Costa Rica,Nicaragua,4,1
Albania,Jordan,4,2
Japan,Brazil,3,2
Iran,Tanzania,2,0
Canada,Colombia,0,0
South Korea,Paraguay,2,0
Mexico,Ecuador,1,1
Norway,New Zealand,1,1
Puerto Rico,Argentina,0,6
Russia,Bolivia,3,0
United States,Australia,2,1
Qatar,United Arab Emirates,2,1
Saudi Arabia,Iraq,0,0
Senegal,Mauritania,4,0
DR Congo,Sudan,1,0
Nigeria,Benin,4,0
South Africa,Rwanda,3,0
Morocco,Congo,1,0
Seychelles,Gambia,0,7
Ivory Coast,Kenya,3,0
Gabon,Burundi,2,0
Algeria,Uganda,2,1
Guinea,Botswana,2,2
Somalia,Mozambique,0,1
Spain,Bulgaria,4,0
Turkey,Georgia,4,1
Portugal,Hungary,2,2
Republic of Ireland,Armenia,1,0
Estonia,Moldova,1,1
Italy,Israel,3,0
Andorra,Serbia,1,3
Latvia,England,0,5
Maldives,Tajikistan,0,3
Philippines,Timor-Leste,3,1
Bhutan,Lebanon,0,4
Yemen,Brunei,9,0
India,Singapore,1,2
Hong Kong,Bangladesh,1,1
Taiwan,Thailand,1,6
Turkmenistan,Sri Lanka,2,1
Myanmar,Syria,0,3
Afghanistan,Pakistan,1,1
Vietnam,Nepal,1,0
Malaysia,Laos,5,1
Panama,Suriname,1,1
El Salvador,Guatemala,0,1
Curaçao,Trinidad and Tobago,1,1
Jamaica,Bermuda,4,0
Tunisia,Mauritania,1,1
Russia,Peru,1,1
Cuba,Saint Lucia,3,0
Dominican Republic,Saint Vincent and the Grenadines,2,0
Dominica,Saint Martin,1,2
Saint Kitts and Nevis,Sint Maarten,0,0
Barbados,Bonaire,3,2
Antigua and Barbuda,Aruba,0,0
Bahamas,Anguilla,1,2
Cayman Islands,British Virgin Islands,1,2
Algeria,Zimbabwe,3,1
Bangladesh,Nepal,2,2
Canada,Ecuador,0,0
Czech Republic,San Marino,1,0
Hong Kong,Cambodia,1,1
Lithuania,Israel,0,0
North Macedonia,Latvia,0,0
Thailand,Singapore,3,2
United Arab Emirates,Iraq,1,1
Cameroon,DR Congo,0,1
Nigeria,Gabon,4,1
France,Ukraine,4,0
Azerbaijan,Iceland,0,2
Republic of Ireland,Portugal,2,0
Armenia,Hungary,0,1
Norway,Estonia,4,1
Moldova,Italy,0,2
England,Serbia,2,0
Andorra,Albania,0,1
Iran,Cape Verde,0,0
Papua New Guinea,Solomon Islands,1,0
Suriname,El Salvador,4,0
Guatemala,Panama,2,3
Bermuda,Curaçao,0,7
Trinidad and Tobago,Jamaica,1,1
Haiti,Costa Rica,1,0
Nicaragua,Honduras,2,0
Angola,Argentina,0,2
Australia,Venezuela,0,1
South Korea,Bolivia,2,0
Morocco,Mozambique,1,0
Oman,Sudan,2,0
Comoros,Namibia,1,0
Uganda,Chad,2,1
Burkina Faso,Niger,3,2
Japan,Ghana,2,0
Saudi Arabia,Ivory Coast,1,0
Tunisia,Jordan,3,2
Luxembourg,Germany,0,2
Slovakia,Northern Ireland,1,0
Finland,Malta,0,1
Poland,Netherlands,1,1
Croatia,Faroe Islands,3,1
Gibraltar,Montenegro,1,2
Uzbekistan,Egypt,2,0
Russia,Chile,0,2
Libya,Mauritania,1,0
Kuwait,Tanzania,4,3
Lesotho,Malawi,0,0
Guinea,Liberia,2,0
Brazil,Senegal,2,0
Colombia,New Zealand,2,1
Mexico,Uruguay,0,0
South Africa,Zambia,3,1
United States,Paraguay,2,1
Slovenia,Kosovo,0,2
Switzerland,Sweden,4,1
Denmark,Belarus,2,2
Greece,Scotland,3,2
Turkey,Bulgaria,2,0
Georgia,Spain,0,4
Cyprus,Austria,0,2
Bosnia and Herzegovina,Romania,3,1
Liechtenstein,Wales,0,1
Kazakhstan,Belgium,1,1
Martinique,Cuba,0,2
Saint Vincent and the Grenadines,Saint Lucia,3,1
Dominica,Sint Maarten,2,3
Saint Martin,Belize,0,1
Barbados,Aruba,0,3
Guyana,Bonaire,2,1
Bahamas,British Virgin Islands,0,6
Cayman Islands,Anguilla,4,0
Basque Country,Palestine,3,0
Nigeria,DR Congo,1,1
Ukraine,Iceland,2,0
Azerbaijan,France,1,3
Portugal,Armenia,9,1
Hungary,Republic of Ireland,2,3
Moldova,Israel,1,4
Italy,Norway,1,4
Albania,England,0,2
Serbia,Latvia,2,1
Comoros,Namibia,4,0
Mozambique,Chad,2,2
Madagascar,Equatorial Guinea,2,0
Finland,Andorra,4,0
Qatar,Zimbabwe,1,2
Bahrain,Somalia,1,2
Northern Ireland,Luxembourg,1,0
Germany,Slovakia,6,0
Malta,Poland,2,3
Netherlands,Lithuania,4,0
Czech Republic,Gibraltar,6,0
Montenegro,Croatia,2,3
Cape Verde,Egypt,1,1
Vanuatu,Fiji,2,0
Angola,Zambia,3,2
Morocco,Uganda,4,0
Oman,Ivory Coast,0,2
Saudi Arabia,Algeria,0,2
Guinea,Niger,1,1
Kenya,Senegal,0,8
Benin,Burkina Faso,0,3
Japan,Bolivia,3,0
Mali,Jordan,3,2
Kuwait,Gambia,2,2
Lesotho,Malawi,0,1
Maldives,Philippines,0,2
Timor-Leste,Tajikistan,0,5
Yemen,Bhutan,7,1
Brunei,Lebanon,0,3
Bangladesh,India,1,0
Hong Kong,Singapore,1,2
Sri Lanka,Thailand,0,4
Turkmenistan,Taiwan,3,1
Pakistan,Syria,0,5
Malaysia,Nepal,1,0
Brazil,Tunisia,1,1
Canada,Venezuela,2,0
Chile,Peru,2,1
Colombia,Australia,3,0
Cyprus,Estonia,2,4
Ecuador,New Zealand,2,0
Faroe Islands,Kazakhstan,1,0
South Korea,Ghana,1,0
Mexico,Paraguay,1,2
United States,Uruguay,5,1
Iraq,United Arab Emirates,2,1
Kosovo,Switzerland,1,1
Sweden,Slovenia,1,1
Scotland,Denmark,4,2
Belarus,Greece,0,0
Spain,Turkey,2,2
Bulgaria,Georgia,2,1
Austria,Bosnia and Herzegovina,1,1
Romania,San Marino,7,1
Wales,North Macedonia,7,1
Belgium,Liechtenstein,7,0
Dominican Republic,Martinique,0,0
Saint Kitts and Nevis,Belize,2,6
Antigua and Barbuda,Guyana,1,4
Iran,Uzbekistan,0,0
Guatemala,Suriname,3,1
Panama,El Salvador,3,0
Jamaica,Curaçao,0,0
Trinidad and Tobago,Bermuda,2,2
Costa Rica,Honduras,0,0
Haiti,Nicaragua,2,0
Laos,Vietnam,0,2
Vanuatu,Solomon Islands,2,1
Papua New Guinea,Fiji,2,0
Papua New Guinea,Vanuatu,2,2
Mauritania,Kuwait,0,2
Syria,South Sudan,2,0
Palestine,Libya,0,0
Oman,Somalia,0,0
Bahrain,Djibouti,1,0
Sudan,Lebanon,2,1
Comoros,Yemen,4,4
Tunisia,Syria,0,1
Qatar,Palestine,0,1
Morocco,Comoros,3,1
Saudi Arabia,Oman,2,1
Egypt,Kuwait,1,1
Jordan,United Arab Emirates,2,1
Algeria,Sudan,0,0
Iraq,Bahrain,2,1
Palestine,Tunisia,2,2
Qatar,Syria,1,1
Oman,Morocco,0,0
Comoros,Saudi Arabia,1,3
Kuwait,Jordan,1,3
United Arab Emirates,Egypt,1,1
Bahrain,Algeria,1,5
Sudan,Iraq,0,2
Qatar,Tunisia,0,3
Syria,Palestine,0,0
Morocco,Saudi Arabia,1,0
Oman,Comoros,2,1
Egypt,Jordan,0,3
United Arab Emirates,Kuwait,3,1
Algeria,Iraq,2,0
Bahrain,Sudan,3,1
Morocco,Syria,1,0
Palestine,Saudi Arabia,1,2
Jordan,Iraq,1,0
Algeria,United Arab Emirates,1,1
Morocco,United Arab Emirates,3,0
Saudi Arabia,Jordan,0,1
Jordan,Morocco,2,3
Morocco,Comoros,2,0
Mali,Zambia,1,1
South Africa,Angola,2,1
Egypt,Zimbabwe,2,1
Nigeria,Tanzania,2,1
Tunisia,Uganda,3,1
DR Congo,Benin,1,0
Senegal,Botswana,3,0
Burkina Faso,Equatorial Guinea,2,1
Algeria,Sudan,3,0
Ivory Coast,Mozambique,1,0
Cameroon,Gabon,1,0
Zambia,Comoros,0,0
Morocco,Mali,1,1
Angola,Zimbabwe,1,1
Egypt,South Africa,1,0
Uganda,Tanzania,1,1
Nigeria,Tunisia,3,2
Benin,Botswana,1,0
Senegal,DR Congo,1,1
Equatorial Guinea,Sudan,0,1
Algeria,Burkina Faso,1,0
Gabon,Mozambique,2,3
Ivory Coast,Cameroon,1,1
Morocco,Zambia,3,0
Comoros,Mali,0,0
Angola,Egypt,0,0
Zimbabwe,South Africa,2,3
Uganda,Nigeria,1,3
Tanzania,Tunisia,1,1
Benin,Senegal,0,3
Botswana,DR Congo,0,3
Equatorial Guinea,Algeria,1,3
Sudan,Burkina Faso,0,2
Gabon,Ivory Coast,2,3
Mozambique,Cameroon,1,2
Senegal,Sudan,3,1
Mali,Tunisia,1,1
Morocco,Tanzania,1,0
South Africa,Cameroon,1,2
Egypt,Benin,3,1
Nigeria,Mozambique,4,0
Algeria,DR Congo,1,0
Ivory Coast,Burkina Faso,3,0
Mali,Senegal,0,1
Morocco,Cameroon,2,0
Algeria,Nigeria,0,2
Egypt,Ivory Coast,3,2
Senegal,Egypt,1,0
Morocco,Nigeria,0,0
Egypt,Nigeria,0,0
Morocco,Senegal,3,0
Bolivia,Panama,1,1
Grenada,Jamaica,0,1
Panama,Mexico,0,1
Bolivia,Mexico,0,1
Uzbekistan,China,2,2
Mexico,Iceland,4,0
Bolivia,Trinidad and Tobago,3,0
Bermuda,DR Congo,0,2
Equatorial Guinea,Kyrgyzstan,1,0
Kazakhstan,Namibia,2,0
United States Virgin Islands,American Samoa,5,2
Puerto Rico,Guam,4,0
Brazil,France,1,2
Colombia,Croatia,1,2
Cyprus,Belarus,0,1
Georgia,Israel,2,2
Moldova,Lithuania,0,2
Vietnam,Bangladesh,3,0
New Caledonia,Jamaica,0,1
Bolivia,Suriname,2,1
Italy,Northern Ireland,2,0
Wales,Bosnia and Herzegovina,1,1
Poland,Albania,2,1
Ukraine,Sweden,1,3
Slovakia,Kosovo,3,4
Turkey,Romania,1,0
Czech Republic,Republic of Ireland,2,2
Denmark,North Macedonia,4,0
Aruba,Macau,4,1
Tanzania,Liechtenstein,0,1
Martinique,Cuba,2,2
Dominican Republic,El Salvador,2,2
Saint Martin,Barbados,3,1
Bonaire,Saint Vincent and the Grenadines,3,1
Bahamas,Anguilla,1,3
Cayman Islands,British Virgin Islands,1,1
Algeria,Guatemala,7,0
Argentina,Mauritania,2,1
Austria,Ghana,5,1
England,Uruguay,1,1
Greece,Paraguay,0,1
Guinea,Togo,2,2
Liberia,Benin,0,1
Libya,Niger,0,0
Montenegro,Andorra,2,0
Morocco,Ecuador,1,1
Netherlands,Norway,2,1
Saudi Arabia,Egypt,0,4
South Africa,Panama,1,1
Spain,Serbia,3,0
Russia,Nicaragua,3,1
Switzerland,Germany,3,4
Costa Rica,Jordan,2,2
Iran,Nigeria,1,2
China,Curaçao,2,0
Australia,Cameroon,1,0
Azerbaijan,Saint Lucia,6,1
Solomon Islands,Bulgaria,2,10
Indonesia,Saint Kitts and Nevis,4,0
Chile,Cape Verde,4,2
New Zealand,Finland,0,2
Kenya,Estonia,1,1
Rwanda,Grenada,4,0
Venezuela,Trinidad and Tobago,4,1
Uzbekistan,Gabon,3,1
Guyana,Dominica,2,0
Belize,Sint Maarten,2,3
Burkina Faso,Guinea-Bissau,5,0
Canada,Iceland,2,2
Haiti,Tunisia,0,1
Hungary,Slovenia,1,0
Ivory Coast,South Korea,4,0
Mexico,Portugal,0,0
San Marino,Faroe Islands,1,2
Scotland,Japan,0,1
Senegal,Peru,2,0
United States,Belgium,2,5
Kyrgyzstan,Madagascar,2,5
Botswana,Zimbabwe,0,3
Namibia,Comoros,0,0
American Samoa,Guam,0,6
Puerto Rico,United States Virgin Islands,2,0
Armenia,Belarus,1,2
Colombia,France,1,3
Lithuania,Georgia,0,2
Macau,Tanzania,0,6
Aruba,Liechtenstein,4,1
Martinique,El Salvador,0,1
Dominican Republic,Cuba,1,1
Barbados,Saint Vincent and the Grenadines,2,3
Bonaire,Saint Martin,0,3
British Virgin Islands,Anguilla,4,0
Cayman Islands,Bahamas,1,0
Cyprus,Moldova,3,2
Germany,Ghana,2,1
Azerbaijan,Sierra Leone,1,1
Saint Kitts and Nevis,Solomon Islands,4,2
Indonesia,Bulgaria,0,1
Cape Verde,Finland,1,1
New Zealand,Chile,4,1
Grenada,Kenya,0,3
Rwanda,Estonia,2,0
Gabon,Trinidad and Tobago,2,2
Uzbekistan,Venezuela,0,0
Guyana,Belize,3,1
Dominica,Sint Maarten,0,0
Algeria,Uruguay,0,0
Argentina,Zambia,5,0
Austria,South Korea,1,0
Benin,Guinea,1,0
Brazil,Croatia,3,1
Burkina Faso,Guinea-Bissau,1,1
Canada,Tunisia,0,0
Costa Rica,Iran,0,5
England,Japan,0,1
Equatorial Guinea,Madagascar,1,1
Haiti,Iceland,1,1
Hungary,Greece,0,0
Ivory Coast,Scotland,1,0
Jordan,Nigeria,2,2
Liberia,Libya,2,2
Botswana,Malawi,1,0
Mexico,Belgium,1,1
Montenegro,Slovenia,2,3
Morocco,Paraguay,2,1
Netherlands,Ecuador,1,1
Niger,Togo,0,1
Norway,Switzerland,0,0
Peru,Honduras,2,2
Russia,Mali,0,0
Republic of Ireland,North Macedonia,0,0
San Marino,Andorra,0,0
Senegal,Gambia,3,1
Serbia,Saudi Arabia,2,1
Slovakia,Romania,2,0
South Africa,Panama,1,2
Spain,Egypt,0,0
Ukraine,Albania,1,0
United States,Portugal,0,2
Wales,Northern Ireland,1,1
DR Congo,Jamaica,1,0
Iraq,Bolivia,2,1
Bosnia and Herzegovina,Italy,1,1
Sweden,Poland,3,2
Kosovo,Turkey,0,1
Czech Republic,Denmark,2,2
Cameroon,China,2,0
Australia,Curaçao,5,1
Kazakhstan,Comoros,1,0
Republic of Ireland,Grenada,5,0
Mexico,Ghana,2,0
Morocco,Burundi,5,0
Nigeria,Zimbabwe,2,0
India,Jamaica,0,2
Republic of Ireland,Qatar,1,0
Egypt,Russia,1,0
Andorra,Iraq,0,1
Bosnia and Herzegovina,North Macedonia,0,0
Iran,Gambia,3,1
South Africa,Nicaragua,0,0
Ecuador,Saudi Arabia,2,1
South Korea,Trinidad and Tobago,5,0
Mexico,Australia,1,0
Scotland,Curaçao,4,1
Zimbabwe,India,1,0
Nigeria,Jamaica,3,0
Brazil,Panama,6,2
Cape Verde,Serbia,3,0
Czech Republic,Kosovo,2,1
Germany,Finland,4,0
Poland,Ukraine,0,2
Singapore,Mongolia,4,0
Switzerland,Jordan,4,1
United States,Senegal,3,2
Japan,Iceland,1,0
